time, heard, learned, nov_n_min1, nov_n_min2, all, lrn, n, v, oth
55,87,0,-1,-1,0.0918769489137,0.0,0.0971836450587,0.0849854727704,0.0909630988057
56,87,0,-1,-1,0.095517161018,0.0,0.100173632992,0.0913949589231,0.0936153592671
57,87,0,-1,-1,0.0966259426493,0.0,0.103188133052,0.0913949589231,0.0936153592671
58,87,0,-1,-1,0.0989163207533,0.0,0.108564790273,0.0927554521232,0.0936153592671
59,87,0,-1,-1,0.0994107700244,0.0,0.109909074229,0.0927554521232,0.0936153592671
60,87,0,-1,-1,0.100685164242,0.0,0.112485529378,0.0941767387318,0.0936153592671
61,88,0,0.0445994971063,-1,0.100694880481,0.0,0.111402593288,0.0954163164745,0.0936153592671
62,88,0,-1,-1,0.101311155621,0.0,0.113045993661,0.0954163164745,0.0936153592671
63,88,0,-1,-1,0.102608969658,0.0,0.113045993661,0.0954163164745,0.0968784345599
64,89,0,0.0557516199986,-1,0.102864793067,0.0,0.112701333223,0.0966188021879,0.0968784345599
65,89,0,-1,-1,0.103299027336,0.0,0.113838005281,0.0966188021879,0.0968784345599
66,89,0,-1,-1,0.105206166952,0.0,0.118260629614,0.0975871121128,0.0968784345599
67,89,0,-1,-1,0.105785542922,0.0,0.119777231417,0.0975871121128,0.0968784345599
68,89,0,-1,-1,0.108117699424,0.0,0.125032302921,0.0990315869927,0.0968784345599
69,92,0,-1,-1,0.107608084985,0.0,0.127056318889,0.0956299179364,0.0965602994935
70,92,0,-1,-1,0.109446445274,0.0,0.129067784588,0.0956299179364,0.0993586137385
71,93,0,-1,-1,0.10913221365,0.0,0.127672216579,0.0956299179364,0.0993586137385
72,93,0,-1,-1,0.109998687154,0.0,0.12997456046,0.0956299179364,0.0993586137385
73,94,0,-1,-1,0.116421973806,0.0,0.139218244615,0.100002780878,0.104620697216
74,94,0,-1,-1,0.119921491734,0.0,0.140537058675,0.10114099089,0.111587064048
75,94,0,-1,-1,0.122117794667,0.0,0.146196512505,0.101521517784,0.111587064048
76,94,0,-1,-1,0.122999723364,0.0,0.148366939199,0.101836807022,0.111587064048
77,94,0,-1,-1,0.123672998027,0.0,0.148366939199,0.101836807022,0.113297545624
78,95,0,0.0878002670059,-1,0.127101937256,0.0,0.151705073513,0.110058736578,0.113297545624
79,96,0,-1,-1,0.126966088307,0.0,0.151705073513,0.107823555071,0.114795136875
80,97,0,-1,-1,0.127151654023,0.0,0.149076519411,0.107823555071,0.117241552849
