novel-referent-mul,inference-type,forget,power,no-novelty,repetitions,scene,number of novel features,novel-referent-sum,familiar-object,iterations,path,maxtime,probabilistic,ratio-sum,ratio-mul,dummy,overlapping-feature(s),name,prop-novel-features,familiar-referent-mul,novelty,novel-word,corpus-path,familiar-referent-sum,n-features,fix-words,lambda
5.1518244913791843e-17,MUL&SUM,False,1,True,1,"set(['external body part#1', 'part#3', 'artifact#1', 'body part#1', 'whole#2', 'physical entity#1', 'structure#1', 'object#1', 'thing#12'])",0,0.0041919989712089793,face:N,1,./results_ref_prob,1000,False,0.25558282881223154,0.0024601123752032816,False,['physical entity#1'],no novel features,0.0,2.0941419356721393e-14,False,palace:N,input_wn_fu_cs_scaled_categ.dev,0.016401723819594725,5,False,-1
1.1395642332177179e-17,MUL&SUM,False,1,True,1,"set(['filth', 'part#1', 'physical entity#1', 'matter#3', 'act#2', 'abstraction#6', 'walk', 'locomotion#2', 'entity#1', 'action#1', 'substance#1', 'event#1', 'waste#1', 'change#3', 'psychological feature#1', 'motion#6', 'relation#1', 'material#1'])",0,1.0853524693358065,walk:N,1,./results_ref_prob,1000,False,0.45071127578098297,6.6102774406698562e-08,False,"['abstraction#6', 'entity#1']",no novel features,0.0,1.723927994620207e-10,False,filth:N,input_wn_fu_cs_scaled_categ.dev,2.4080881212814806,10,False,0.0001
2.1273644579869927e-09,MUL&SUM,False,1,True,1,"set(['food#2', 'way#6', 'artifact#1', 'matter#3', 'whole#2', 'physical entity#1', 'seafood#1', 'object#1', 'solid#1'])",0,0.32080492156551377,ladder:N,1,./results_ref_prob,1000,False,1.1514721318755685,298.77415913117846,False,['physical entity#1'],no novel features,0.0,7.1203094142186552e-12,0.03,sucker:N,input_wn_fu_cs_scaled_categ.dev,0.27860415609275108,5,False,0.0001
5.859488513295303e-14,MUL&SUM,False,1,False,1,"set(['part#3', 'artifact#1', 'novelft#1', 'body part#1', 'structure#4', 'whole#2', 'physical entity#1', 'structure#1', 'thing#12'])",0,0.025298082957420986,mouth:N,1,./results_ref_prob,1000,False,0.87138979061362853,0.065786107512288319,False,['physical entity#1'],no novel features,0.0,8.9068782678786655e-13,0.03,window:N,input_wn_fu_cs_scaled_categ.dev,0.029031878993677672,5,False,-1
9.9305583261903829e-16,MUL&SUM,False,1,False,1,"set(['novelft#1', 'filth', 'material#1', 'matter#3', 'act#2', 'abstraction#6', 'walk', 'locomotion#2', 'entity#1', 'action#1', 'substance#1', 'event#1', 'waste#1', 'change#3', 'psychological feature#1', 'motion#6', 'relation#1', 'part#1'])",0,0.83569646054346591,walk:N,1,./results_ref_prob,1000,False,0.66754909828884179,0.00039226424217980694,False,"['abstraction#6', 'entity#1']",no novel features,0.0,2.5315991768728162e-12,0.03,filth:N,input_wn_fu_cs_scaled_categ.dev,1.2518876329630939,10,False,0.0001
1.0189070213716676e-13,MUL&SUM,False,0.5,True,1,"set(['part#3', 'artifact#1', 'body part#1', 'structure#4', 'whole#2', 'physical entity#1', 'structure#1', 'object#1', 'thing#12'])",0,0.019831041801832632,mouth:N,1,./results_ref_prob,1000,False,0.037239122856579779,0.00070355670607421107,False,['physical entity#1'],no novel features,0.0,1.4482230253437361e-10,False,window:N,input_wn_fu_cs_scaled_categ.dev,0.53253246265247856,5,False,0.0001
4.3519111687576256e-26,MUL&SUM,False,1,False,1,"set(['object#1', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'causal agent#1', 'novelft#1', 'living thing#1', 'precipitation#3', 'whole#2', 'rain', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'small person#1', 'phenomenon#1', 'dwarf', 'natural phenomenon#1', 'organism#1'])",0,0.14715192023895288,rain:N,1,./results_ref_prob,1000,False,0.89800267457588623,1.7462067120443755e-06,False,"['entity#1', 'physical entity#1']",no novel features,0.0,2.492208476087356e-20,False,dwarf:N,input_wn_fu_cs_scaled_categ.dev,0.16386579283680933,10,False,-1
1.013463577210914e-17,MUL&SUM,False,1,True,1,"set(['organism#1', 'causal agent#1', 'physical entity#1', 'artifact#1', 'whole#2', 'person', 'living thing#1', 'instrumentality#3', 'object#1'])",0,0.0020731128969204032,person:N,1,./results_ref_prob,1000,False,0.11744088397276926,0.0039636779209372341,False,['whole#2'],no novel features,0.0,2.5568767125540686e-15,False,mound:N,input_wn_fu_cs_scaled_categ.dev,0.017652395203369645,5,False,-1
5.2509792112680634e-14,MUL&SUM,False,1,False,1,"set(['organism#1', 'causal agent#1', 'artifact#1', 'novelft#1', 'whole#2', 'person', 'device#1', 'living thing#1', 'object#1'])",0,0.02558083519679764,person:N,1,./results_ref_prob,1000,False,1.3149431011548784,0.91105758227738842,False,['whole#2'],no novel features,0.0,5.7636084847042141e-14,0.03,fan:N,input_wn_fu_cs_scaled_categ.dev,0.01945394836805539,5,False,-1
2.0743927037883923e-33,MUL&SUM,False,0.5,True,1,"set(['object#1', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'causal agent#1', 'living thing#1', 'person#1', 'precipitation#3', 'whole#2', 'rain', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'small person#1', 'phenomenon#1', 'dwarf', 'natural phenomenon#1', 'organism#1'])",0,0.0055033287135499145,rain:N,1,./results_ref_prob,1000,False,0.8142351957577092,0.11155698422167834,False,"['entity#1', 'physical entity#1']",no novel features,0.0,1.8594915578448251e-32,0.03,dwarf:N,input_wn_fu_cs_scaled_categ.dev,0.0067588931824896599,10,False,-1
1.0171961194813951e-14,MUL&SUM,False,1,False,1,"set(['external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'body part#1', 'whole#2', 'physical entity#1', 'object#1', 'thing#12'])",0,0.020809138913689892,face:N,1,./results_ref_prob,1000,False,0.92424951060982363,0.01828930745231221,False,['physical entity#1'],no novel features,0.0,5.5616983974578925e-13,0.03,palace:N,input_wn_fu_cs_scaled_categ.dev,0.022514633413178588,5,False,-1
