number of features per object,number of novel features for novel object,power,   forgetting,novelty,lambda,novel word,familiar object,scene,overlapping features, ratio-SUM,ratio-PROD
10,0,1,False,0.03,-1,meadow:N,spoon:N,"set(['meadow', 'geographical area#1', 'location#1', 'artifact#1', 'tract#1', 'grassland#1', 'tableware#1', 'whole#2', 'region#3', 'ware#1', 'article#2', 'physical entity#1', 'spoon', 'object#1', 'container#1', 'novelft#1', 'instrumentality#3', 'community#6'])","['physical entity#1', 'object#1']",1.8209636154825271,32866.904628950986
10,0,1,False,0.03,-1,milan:N,elephant:N,"set(['animal#1', 'district#1', 'mammal#1', 'municipality#1', 'organism#1', 'placental#1', 'novelft#1', 'location#1', 'whole#2', 'vertebrate#1', 'urban area#1', 'physical entity#1', 'city#1', 'chordate#1', 'living thing#1', 'geographical area#1', 'administrative district#1', 'object#1'])","['physical entity#1', 'object#1']",5.1855825604699826,6833664.4896200402
10,0,1,False,0.03,-1,mint:N,starfish:N,"set(['animal#1', 'invertebrate#1', 'echinoderm#1', 'ingredient#3', 'starfish', 'organism#1', 'entity#1', 'novelft#1', 'food#1', 'whole#2', 'physical entity#1', 'object#1', 'matter#3', 'herb#2', 'flavorer#1', 'mint', 'foodstuff#2', 'living thing#1'])","['entity#1', 'physical entity#1']",1.7039350815360856,13826.067257153412
10,0,1,False,0.03,-1,na:N,mouth:N,"set(['part#1', 'part#3', 'matter#3', 'abstraction#6', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'substance#1', 'mouth', 'relation#1', 'novelft#1', 'na', 'orifice#1', 'thing#12', 'metallic element#1'])","['entity#1', 'physical entity#1']",0.79431073396624885,0.070086823356661332
10,0,1,False,0.03,-1,newark:N,mum:N,"set(['district#1', 'organism#1', 'administrative district#1', 'vascular plant#1', 'location#1', 'spermatophyte#1', 'whole#2', 'region#3', 'flower#1', 'physical entity#1', 'city#1', 'living thing#1', 'geographical area#1', 'plant#2', 'urban area#1', 'angiosperm#1', 'novelft#1', 'object#1'])","['physical entity#1', 'object#1']",2.1078074436513528,20483.124068736382
10,0,1,False,0.03,-1,piglet:N,finger:N,"set(['animal#1', 'organism#1', 'external body part#1', 'part#3', 'novelft#1', 'living thing#1', 'young#1', 'body part#1', 'whole#2', 'entity#1', 'young mammal#1', 'piglet', 'physical entity#1', 'extremity#5', 'digit#3', 'extremity#1', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.84791673704871695,0.0042666421001201025
10,0,1,False,0.03,-1,postbox:N,toe:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'postbox', 'facility#1', 'body part#1', 'whole#2', 'entity#1', 'depository#1', 'physical entity#1', 'extremity#5', 'digit#3', 'extremity#1', 'maildrop#1', 'thing#12', 'toe'])","['entity#1', 'physical entity#1']",0.98435147691439107,0.018288008483845951
10,0,1,False,0.03,-1,pump:N,finger:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'device#1', 'extremity#5', 'digit#3', 'pump', 'extremity#1', 'instrumentality#3', 'mechanism#5', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.73170552702544911,0.00039238840999340497
10,0,1,False,0.03,-1,pussy:N,boy:N,"set(['boy', 'organism#1', 'causal agent#1', 'entity#1', 'organ#1', 'reproductive organ#1', 'person#1', 'body part#1', 'whole#2', 'male#2', 'part#3', 'physical entity#1', 'female genitalia#1', 'object#1', 'novelft#1', 'genitalia#1', 'thing#12', 'living thing#1'])","['entity#1', 'physical entity#1']",1.7853210324873829,25769.175753025582
10,0,1,False,0.03,-1,radar:N,mouth:N,"set(['measuring instrument#1', 'instrument#1', 'part#3', 'artifact#1', 'novelft#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'device#1', 'mouth', 'object#1', 'radar', 'orifice#1', 'instrumentality#3', 'thing#12'])","['entity#1', 'physical entity#1']",0.83133991121862905,0.0044814244172226977
10,0,1,False,0.03,-1,scotland:N,lady:N,"set(['country#2', 'female#2', 'organism#1', 'causal agent#1', 'administrative district#1', 'woman#1', 'person#1', 'scotland', 'whole#2', 'region#3', 'adult#1', 'entity#1', 'physical entity#1', 'european country#1', 'object#1', 'novelft#1', 'location#1', 'living thing#1'])","['physical entity#1', 'object#1']",2.2217515959220555,167929.44286101489
10,0,1,False,0.03,-1,seal:N,finger:N,"set(['object#1', 'fastener#2', 'external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'device#1', 'extremity#5', 'digit#3', 'seal', 'extremity#1', 'instrumentality#3', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.73170552702544911,0.00039238840999340476
10,0,1,False,0.03,-1,superman:N,rain:N,"set(['object#1', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'novelft#1', 'living thing#1', 'person#1', 'precipitation#3', 'whole#2', 'rain', 'leader#1', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'phenomenon#1', 'superman', 'natural phenomenon#1', 'organism#1'])","['entity#1', 'physical entity#1']",0.63234307042837179,1.9368744519888833e-05
10,0,1,False,0.03,-1,talcum:N,guitar:N,"set(['talcum', 'material#1', 'entity#1', 'artifact#1', 'matter#3', 'abstraction#6', 'mineral#1', 'whole#2', 'substance#1', 'guitar', 'physical entity#1', 'device#1', 'object#1', 'novelft#1', 'relation#1', 'instrumentality#3', 'stringed instrument#1', 'musical instrument#1'])","['entity#1', 'physical entity#1']",1.1237522104231443,274.85508908158465
10,0,1,False,0.03,-1,tummy:N,starfish:N,"set(['animal#1', 'invertebrate#1', 'echinoderm#1', 'starfish', 'organism#1', 'entity#1', 'adipose tissue#1', 'novelft#1', 'part#3', 'body part#1', 'whole#2', 'tissue#1', 'physical entity#1', 'belly#2', 'object#1', 'tummy', 'thing#12', 'living thing#1'])","['entity#1', 'physical entity#1']",1.7448475960132972,14313.14150518182
10,0,1,False,0.03,-1,turnip:N,mouth:N,"set(['food#2', 'produce#1', 'part#3', 'matter#3', 'vegetable#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'mouth', 'novelft#1', 'cruciferous vegetable#1', 'turnip', 'orifice#1', 'solid#1', 'thing#12'])","['entity#1', 'physical entity#1']",1.0350763786130828,2.2151727087180486
10,0,1,False,0.03,-1,twig:N,rain:N,"set(['branch#2', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'natural object#1', 'novelft#1', 'precipitation#3', 'plant organ#1', 'rain', 'whole#2', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'phenomenon#1', 'twig', 'plant part#1', 'natural phenomenon#1', 'object#1'])","['entity#1', 'physical entity#1']",0.88726872430362524,0.0083387453968198685
10,0,1,False,0.03,-1,vinegar:N,dear:N,"set(['food#1', 'substance#7', 'organism#1', 'causal agent#1', 'entity#1', 'lover#1', 'person#1', 'ingredient#3', 'whole#2', 'condiment#1', 'novelft#1', 'physical entity#1', 'object#1', 'matter#3', 'dear', 'flavorer#1', 'foodstuff#2', 'living thing#1'])","['entity#1', 'physical entity#1']",1.6251081597874022,10174.656317140456
10,0,1,False,0.03,-1,washer:N,rain:N,"set(['object#1', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'causal agent#1', 'novelft#1', 'person#1', 'precipitation#3', 'whole#2', 'rain', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'worker#1', 'phenomenon#1', 'washer', 'natural phenomenon#1', 'living thing#1'])","['entity#1', 'physical entity#1']",0.64674840369618447,4.7995801702678917e-05
10,0,1,False,0.03,-1,wood:N,finger:N,"set(['material#1', 'external body part#1', 'part#3', 'novelft#1', 'abstraction#6', 'plant material#1', 'body part#1', 'entity#1', 'physical entity#1', 'relation#1', 'wood', 'part#1', 'extremity#5', 'digit#3', 'matter#3', 'extremity#1', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.8431124189440754,0.11499542272399402
10,0,1,False,0.03,0.0001,abbey:N,finger:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'building#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'extremity#5', 'digit#3', 'place of worship#1', 'extremity#1', 'abbey', 'church#2', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",1.1347267277752493,0.061773785082183015
10,0,1,False,0.03,0.0001,abbey:N,finger:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'building#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'structure#1', 'extremity#5', 'digit#3', 'extremity#1', 'abbey', 'church#2', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.95737715293615833,0.0035305691638952475
10,0,1,False,0.03,0.0001,amalgam:N,shop:N,"set(['shop', 'substance#1', 'part#1', 'physical entity#1', 'artifact#1', 'matter#3', 'alloy#1', 'establishment#4', 'whole#2', 'entity#1', 'place of business#1', 'structure#1', 'mercantile establishment#1', 'object#1', 'novelft#1', 'amalgam', 'abstraction#6', 'mixture#1'])","['physical entity#1', 'entity#1']",1.0991043724783478,240.33687833271966
10,0,1,False,0.03,0.0001,america:N,fish:N,"set(['animal#1', 'district#1', 'america', 'organism#1', 'location#1', 'country#2', 'administrative district#1', 'fish', 'whole#2', 'vertebrate#1', 'physical entity#1', 'region#3', 'chordate#1', 'living thing#1', 'aquatic vertebrate#1', 'north american country#1', 'object#1'])","['physical entity#1', 'object#1']",3.0186309037284142,5536268216.1518259
10,0,1,False,0.03,0.0001,america:N,fish:N,"set(['animal#1', 'district#1', 'organism#1', 'administrative district#1', 'country#2', 'novelft#1', 'fish', 'location#1', 'whole#2', 'vertebrate#1', 'entity#1', 'physical entity#1', 'region#3', 'chordate#1', 'living thing#1', 'aquatic vertebrate#1', 'america', 'object#1'])","['physical entity#1', 'object#1']",3.2492090772226985,11256247928.476555
10,0,1,False,0.03,0.0001,bale:N,snow:N,"set(['weather#1', 'atmospheric phenomenon#1', 'entity#1', 'artifact#1', 'novelft#1', 'bale', 'bundle#2', 'precipitation#3', 'snow', 'whole#2', 'physical entity#1', 'package#2', 'physical phenomenon#1', 'process#6', 'phenomenon#1', 'instrumentality#3', 'natural phenomenon#1', 'object#1'])","['entity#1', 'physical entity#1']",1.1519083475071574,1.3195289212336478e-05
10,0,1,False,0.03,0.0001,benny:N,snow:N,"set(['object#1', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'vascular plant#1', 'plant#2', 'precipitation#3', 'snow', 'novelft#1', 'physical entity#1', 'benny', 'physical phenomenon#1', 'process#6', 'phenomenon#1', 'whole#2', 'herb#1', 'natural phenomenon#1', 'organism#1'])","['entity#1', 'physical entity#1']",0.97371812437076077,3.5696440750391809e-05
10,0,1,False,0.03,0.0001,birmingham:N,lucy:N,"set(['animal#1', 'district#1', 'mammal#1', 'municipality#1', 'organism#1', 'placental#1', 'administrative district#1', 'region#3', 'location#1', 'whole#2', 'vertebrate#1', 'physical entity#1', 'city#1', 'chordate#1', 'living thing#1', 'geographical area#1', 'novelft#1', 'object#1'])","['physical entity#1', 'object#1']",21.481331784337605,1353243973452.8728
10,0,1,False,0.03,0.0001,bookshelf:N,mouth:N,"set(['shelf#1', 'whole#2', 'part#3', 'artifact#1', 'novelft#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'device#1', 'mouth', 'object#1', 'orifice#1', 'instrumentality#3', 'support#10', 'thing#12'])","['entity#1', 'physical entity#1']",0.67468450691088977,9.720942574082889e-06
10,0,1,False,0.03,0.0001,bookshelf:N,mouth:N,"set(['shelf#1', 'whole#2', 'part#3', 'artifact#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'device#1', 'mouth', 'object#1', 'bookshelf', 'orifice#1', 'instrumentality#3', 'support#10', 'thing#12'])","['entity#1', 'physical entity#1']",0.67468450691088977,9.720942574082889e-06
10,0,1,False,0.03,0.0001,brace:N,toe:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'body part#1', 'whole#2', 'entity#1', 'support#10', 'physical entity#1', 'device#1', 'extremity#5', 'digit#3', 'extremity#1', 'instrumentality#3', 'brace', 'thing#12', 'toe'])","['entity#1', 'physical entity#1']",0.77444296087730757,4.5439341632896509e-05
10,0,1,False,0.03,0.0001,buckle:N,finger:N,"set(['object#1', 'fastener#2', 'external body part#1', 'part#3', 'artifact#1', 'buckle', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'device#1', 'restraint#6', 'extremity#5', 'digit#3', 'extremity#1', 'instrumentality#3', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.77444296087730768,4.543934163289655e-05
10,0,1,False,0.03,0.0001,buckle:N,finger:N,"set(['object#1', 'fastener#2', 'external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'buckle', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'restraint#6', 'extremity#5', 'digit#3', 'extremity#1', 'instrumentality#3', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.94847687859946805,0.00060763799592275524
10,0,1,False,0.03,0.0001,buttercup:N,rain:N,"set(['object#1', 'buttercup', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'vascular plant#1', 'living thing#1', 'plant#2', 'precipitation#3', 'whole#2', 'rain', 'novelft#1', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'phenomenon#1', 'natural phenomenon#1', 'organism#1'])","['entity#1', 'physical entity#1']",0.80684282616512526,1.0609096835737394e-06
10,0,1,False,0.03,0.0001,cardboard:N,pickle:N,"set(['food#1', 'ingredient#3', 'material#1', 'matter#3', 'paper#1', 'substance#7', 'relish#2', 'substance#1', 'condiment#1', 'physical entity#1', 'packing material#1', 'relation#1', 'novelft#1', 'flavorer#1', 'pickle', 'abstraction#6', 'foodstuff#2', 'part#1'])","['matter#3', 'physical entity#1']",0.7374628756303494,0.005041522315891887
10,0,1,False,0.03,0.0001,chester:N,elephant:N,"set(['animal#1', 'district#1', 'mammal#1', 'municipality#1', 'organism#1', 'placental#1', 'administrative district#1', 'region#3', 'location#1', 'whole#2', 'vertebrate#1', 'urban area#1', 'physical entity#1', 'chordate#1', 'living thing#1', 'geographical area#1', 'object#1'])","['physical entity#1', 'object#1']",19.85394463391048,658444262599.20203
10,0,1,False,0.03,0.0001,chester:N,elephant:N,"set(['animal#1', 'district#1', 'mammal#1', 'municipality#1', 'organism#1', 'placental#1', 'novelft#1', 'region#3', 'location#1', 'whole#2', 'vertebrate#1', 'urban area#1', 'physical entity#1', 'city#1', 'chordate#1', 'living thing#1', 'geographical area#1', 'object#1'])","['physical entity#1', 'object#1']",21.481331784337602,1353243973452.8713
10,0,1,False,0.03,0.0001,china:N,burglar:N,"set(['district#1', 'country#2', 'entity#1', 'organism#1', 'causal agent#1', 'administrative district#1', 'novelft#1', 'wrongdoer#1', 'person#1', 'whole#2', 'region#3', 'bad person#1', 'physical entity#1', 'china', 'object#1', 'asian country#1', 'principal#5', 'living thing#1'])","['physical entity#1', 'object#1']",2.4060878758508619,906303128.73243976
10,0,1,False,0.03,0.0001,china:N,percy:N,"set(['district#1', 'percy', 'communicator#1', 'organism#1', 'causal agent#1', 'administrative district#1', 'country#2', 'novelft#1', 'asian country#1', 'person#1', 'whole#2', 'region#3', 'writer#1', 'physical entity#1', 'china', 'object#1', 'location#1', 'living thing#1'])","['physical entity#1', 'object#1']",2.2460233646658958,457331934.99736035
10,0,1,False,0.03,0.0001,china:N,percy:N,"set(['district#1', 'percy', 'communicator#1', 'organism#1', 'causal agent#1', 'location#1', 'country#2', 'administrative district#1', 'asian country#1', 'person#1', 'whole#2', 'region#3', 'writer#1', 'physical entity#1', 'china', 'object#1', 'living thing#1'])","['physical entity#1', 'object#1']",2.0870491363155637,226213482.36056474
10,0,1,False,0.03,0.0001,city:N,spider:N,"set(['animal#1', 'invertebrate#1', 'arthropod#1', 'municipality#1', 'organism#1', 'administrative district#1', 'novelft#1', 'location#1', 'whole#2', 'region#3', 'spider', 'district#1', 'physical entity#1', 'living thing#1', 'geographical area#1', 'city', 'arachnid#1', 'object#1'])","['physical entity#1', 'object#1']",2.7591310991133895,374713072.50788301
10,0,1,False,0.03,0.0001,city:N,spider:N,"set(['animal#1', 'invertebrate#1', 'arthropod#1', 'municipality#1', 'organism#1', 'location#1', 'administrative district#1', 'whole#2', 'region#3', 'spider', 'district#1', 'physical entity#1', 'living thing#1', 'geographical area#1', 'urban area#1', 'arachnid#1', 'object#1'])","['physical entity#1', 'object#1']",2.5618881427077036,184715832.10435671
10,0,1,False,0.03,0.0001,city:N,spider:N,"set(['animal#1', 'invertebrate#1', 'arthropod#1', 'municipality#1', 'organism#1', 'location#1', 'administrative district#1', 'whole#2', 'region#3', 'spider', 'district#1', 'physical entity#1', 'living thing#1', 'geographical area#1', 'urban area#1', 'arachnid#1', 'object#1'])","['physical entity#1', 'object#1']",2.5618881427077036,184715832.10435671
10,0,1,False,0.03,0.0001,city:N,spider:N,"set(['animal#1', 'invertebrate#1', 'arthropod#1', 'municipality#1', 'organism#1', 'location#1', 'novelft#1', 'whole#2', 'region#3', 'spider', 'district#1', 'physical entity#1', 'living thing#1', 'geographical area#1', 'urban area#1', 'city', 'arachnid#1', 'object#1'])","['physical entity#1', 'object#1']",2.7591310991133895,374713072.50788301
10,0,1,False,0.03,0.0001,cob:N,panda:N,"set(['animal#1', 'mammal#1', 'organism#1', 'placental#1', 'natural object#1', 'novelft#1', 'edible nut#1', 'nut#1', 'whole#2', 'vertebrate#1', 'physical entity#1', 'chordate#1', 'living thing#1', 'fruit#1', 'reproductive structure#1', 'carnivore#1', 'plant part#1', 'object#1'])","['whole#2', 'object#1']",9.9686675779835667,47787167.249651745
10,0,1,False,0.03,0.0001,compartment:N,snout:N,"set(['attribute#2', 'amorphous shape#1', 'sense organ#1', 'part#3', 'organ#1', 'abstraction#6', 'nose#1', 'body part#1', 'chemoreceptor#1', 'entity#1', 'snout', 'physical entity#1', 'object#1', 'shape#2', 'location#1', 'compartment', 'space#2', 'thing#12'])","['entity#1', 'physical entity#1']",1.3158650364830131,12.185324524988346
10,0,1,False,0.03,0.0001,compartment:N,snout:N,"set(['attribute#2', 'sense organ#1', 'part#3', 'organ#1', 'novelft#1', 'abstraction#6', 'nose#1', 'body part#1', 'chemoreceptor#1', 'entity#1', 'snout', 'physical entity#1', 'amorphous shape#1', 'shape#2', 'location#1', 'compartment', 'space#2', 'thing#12'])","['entity#1', 'physical entity#1']",1.694380611660238,2821.6814408627879
10,0,1,False,0.03,0.0001,crepe:N,guitar:N,"set(['crepe', 'material#1', 'entity#1', 'artifact#1', 'matter#3', 'paper#1', 'whole#2', 'substance#1', 'guitar', 'physical entity#1', 'device#1', 'object#1', 'novelft#1', 'relation#1', 'instrumentality#3', 'abstraction#6', 'stringed instrument#1', 'musical instrument#1'])","['entity#1', 'physical entity#1']",1.039016161486481,702.21391247192093
10,0,1,False,0.03,0.0001,crepe:N,guitar:N,"set(['crepe', 'part#1', 'entity#1', 'artifact#1', 'matter#3', 'abstraction#6', 'whole#2', 'substance#1', 'guitar', 'physical entity#1', 'device#1', 'object#1', 'material#1', 'paper#1', 'relation#1', 'instrumentality#3', 'stringed instrument#1', 'musical instrument#1'])","['entity#1', 'physical entity#1']",0.59042263004022077,3.1464478734801418
10,0,1,False,0.03,0.0001,crepe:N,toe:N,"set(['crepe', 'material#1', 'external body part#1', 'part#3', 'matter#3', 'paper#1', 'body part#1', 'substance#1', 'entity#1', 'physical entity#1', 'relation#1', 'part#1', 'extremity#5', 'digit#3', 'novelft#1', 'extremity#1', 'thing#12', 'toe'])","['entity#1', 'physical entity#1']",0.79070441827983518,0.011074692080058941
10,0,1,False,0.03,0.0001,crepe:N,toe:N,"set(['crepe', 'part#1', 'external body part#1', 'part#3', 'matter#3', 'abstraction#6', 'body part#1', 'substance#1', 'entity#1', 'physical entity#1', 'relation#1', 'extremity#5', 'digit#3', 'paper#1', 'material#1', 'extremity#1', 'thing#12', 'toe'])","['entity#1', 'physical entity#1']",0.62397653402857556,0.0012583229447498427
10,0,1,False,0.03,0.0001,cymbal:N,skull:N,"set(['percussion instrument#1', 'skull', 'part#3', 'artifact#1', 'connective tissue#1', 'body part#1', 'tissue#1', 'entity#1', 'whole#2', 'bone#1', 'physical entity#1', 'device#1', 'cymbal', 'object#1', 'animal tissue#1', 'instrumentality#3', 'thing#12', 'musical instrument#1'])","['entity#1', 'physical entity#1']",0.67468450691088988,9.7209425740828975e-06
10,0,1,False,0.03,0.0001,cymbal:N,skull:N,"set(['percussion instrument#1', 'skull', 'part#3', 'artifact#1', 'novelft#1', 'connective tissue#1', 'body part#1', 'tissue#1', 'entity#1', 'whole#2', 'bone#1', 'physical entity#1', 'device#1', 'object#1', 'animal tissue#1', 'instrumentality#3', 'thing#12', 'musical instrument#1'])","['entity#1', 'physical entity#1']",0.67468450691088988,9.7209425740828975e-06
10,0,1,False,0.03,0.0001,denmark:N,mummy:N,"set(['district#1', 'progenitor#1', 'organism#1', 'causal agent#1', 'administrative district#1', 'country#2', 'novelft#1', 'person#1', 'whole#2', 'ancestor#1', 'physical entity#1', 'european country#1', 'region#3', 'object#1', 'denmark', 'relative#1', 'scandinavian country#1', 'living thing#1'])","['physical entity#1', 'object#1']",6.9780962058159215,30629200667.469864
10,0,1,False,0.03,0.0001,denmark:N,mummy:N,"set(['district#1', 'progenitor#1', 'organism#1', 'causal agent#1', 'location#1', 'country#2', 'administrative district#1', 'person#1', 'whole#2', 'ancestor#1', 'physical entity#1', 'european country#1', 'region#3', 'object#1', 'relative#1', 'scandinavian country#1', 'living thing#1'])","['physical entity#1', 'object#1']",6.0297908100556592,7553652435.2153997
10,0,1,False,0.03,0.0001,dial:N,mouth:N,"set(['dial', 'side#5', 'whole#2', 'part#3', 'artifact#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'surface#1', 'physical entity#1', 'mouth', 'object#1', 'face#8', 'orifice#1', 'front#4', 'thing#12'])","['entity#1', 'physical entity#1']",0.98855897914080237,0.013215407525466849
10,0,1,False,0.03,0.0001,dial:N,mouth:N,"set(['dial', 'side#5', 'whole#2', 'part#3', 'novelft#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'surface#1', 'physical entity#1', 'mouth', 'object#1', 'face#8', 'orifice#1', 'front#4', 'thing#12'])","['entity#1', 'physical entity#1']",1.1515949099876541,2.5954278132865087
10,0,1,False,0.03,0.0001,dirt:N,walk:N,"set(['earth#2', 'material#1', 'physical entity#1', 'matter#3', 'act#2', 'dirt', 'abstraction#6', 'walk', 'locomotion#2', 'entity#1', 'action#1', 'substance#1', 'event#1', 'change#3', 'psychological feature#1', 'motion#6', 'novelft#1', 'part#1'])","['abstraction#6', 'entity#1']",0.74601156581102923,0.00014060186226779961
10,0,1,False,0.03,0.0001,dust:N,finger:N,"set(['particulate#1', 'material#1', 'external body part#1', 'part#3', 'novelft#1', 'abstraction#6', 'body part#1', 'substance#1', 'entity#1', 'physical entity#1', 'relation#1', 'part#1', 'extremity#5', 'digit#3', 'dust', 'extremity#1', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.80820283046751151,0.061100386743607724
10,0,1,False,0.03,0.0001,dust:N,walk:N,"set(['particulate#1', 'material#1', 'physical entity#1', 'matter#3', 'act#2', 'abstraction#6', 'walk', 'locomotion#2', 'entity#1', 'action#1', 'substance#1', 'relation#1', 'event#1', 'dust', 'change#3', 'psychological feature#1', 'motion#6', 'novelft#1'])","['abstraction#6', 'entity#1']",0.74903910714526112,0.00020224840526163505
10,0,1,False,0.03,0.0001,duvet:N,finger:N,"set(['external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'duvet', 'body part#1', 'whole#2', 'entity#1', 'cloth covering#1', 'physical entity#1', 'covering#2', 'quilt#1', 'extremity#5', 'digit#3', 'extremity#1', 'bedclothes#1', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",1.199700823730717,2.5551302466411174
10,0,1,False,0.03,0.0001,duvet:N,finger:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'duvet', 'body part#1', 'whole#2', 'entity#1', 'cloth covering#1', 'physical entity#1', 'covering#2', 'quilt#1', 'extremity#5', 'digit#3', 'extremity#1', 'bedclothes#1', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",1.0132104836005387,0.021866743559988997
10,0,1,False,0.03,0.0001,dwarf:N,rain:N,"set(['object#1', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'causal agent#1', 'living thing#1', 'person#1', 'precipitation#3', 'whole#2', 'rain', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'small person#1', 'phenomenon#1', 'dwarf', 'natural phenomenon#1', 'organism#1'])","['entity#1', 'physical entity#1']",0.76253468482814613,3.4577331821160963e-08
10,0,1,False,0.03,0.0001,dwarf:N,rain:N,"set(['object#1', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'causal agent#1', 'novelft#1', 'living thing#1', 'precipitation#3', 'whole#2', 'rain', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'small person#1', 'phenomenon#1', 'dwarf', 'natural phenomenon#1', 'organism#1'])","['entity#1', 'physical entity#1']",1.0056795419155731,2.6314032922583497e-06
10,0,1,False,0.03,0.0001,edinburgh:N,helicopter:N,"set(['vehicle#1', 'capital#3', 'conveyance#3', 'artifact#1', 'area#1', 'location#1', 'whole#2', 'region#3', 'physical entity#1', 'edinburgh', 'center#1', 'object#1', 'craft#2', 'heavier-than-air craft#1', 'instrumentality#3', 'aircraft#1', 'seat#5'])","['physical entity#1', 'object#1']",1.8282230593954201,4166636.3735707402
10,0,1,False,0.03,0.0001,edinburgh:N,helicopter:N,"set(['vehicle#1', 'capital#3', 'conveyance#3', 'artifact#1', 'novelft#1', 'location#1', 'whole#2', 'region#3', 'entity#1', 'physical entity#1', 'edinburgh', 'center#1', 'object#1', 'craft#2', 'heavier-than-air craft#1', 'instrumentality#3', 'aircraft#1', 'seat#5'])","['physical entity#1', 'object#1']",1.9684894639606059,8401776.5085451547
10,0,1,False,0.03,0.0001,escalator:N,walk:N,"set(['communication#2', 'article#3', 'music#1', 'auditory communication#1', 'writing#2', 'act#2', 'abstraction#6', 'written communication#1', 'walk', 'locomotion#2', 'entity#1', 'action#1', 'section#1', 'event#1', 'change#3', 'psychological feature#1', 'motion#6', 'novelft#1'])","['abstraction#6', 'entity#1']",1.209347115727935,72.788421447369387
10,0,1,False,0.03,0.0001,filth:N,walk:N,"set(['filth', 'part#1', 'physical entity#1', 'matter#3', 'act#2', 'abstraction#6', 'walk', 'locomotion#2', 'entity#1', 'action#1', 'substance#1', 'event#1', 'waste#1', 'change#3', 'psychological feature#1', 'motion#6', 'relation#1', 'material#1'])","['abstraction#6', 'entity#1']",0.49425036718892174,4.0313451834931595e-06
10,0,1,False,0.03,0.0001,filth:N,walk:N,"set(['novelft#1', 'filth', 'material#1', 'matter#3', 'act#2', 'abstraction#6', 'walk', 'locomotion#2', 'entity#1', 'action#1', 'substance#1', 'event#1', 'waste#1', 'change#3', 'psychological feature#1', 'motion#6', 'relation#1', 'part#1'])","['abstraction#6', 'entity#1']",0.66754909828884179,0.00039226424217980694
