number of features per object,number of novel features for novel object,power,   forgetting,novelty,lambda,novel word,familiar object,scene,overlapping features, ratio-SUM,ratio-PROD
10,0,1,False,False,-1,manchester:N,elephant:N,"set(['animal#1', 'district#1', 'mammal#1', 'organism#1', 'placental#1', 'administrative district#1', 'region#3', 'location#1', 'whole#2', 'vertebrate#1', 'urban area#1', 'physical entity#1', 'city#1', 'chordate#1', 'living thing#1', 'municipality#1', 'novelft#1', 'object#1'])","['physical entity#1', 'object#1']",17.482201900957879,286244417877.05804
10,0,1,False,False,-1,manchester:N,hedgehog:N,"set(['animal#1', 'district#1', 'mammal#1', 'municipality#1', 'organism#1', 'placental#1', 'administrative district#1', 'region#3', 'location#1', 'whole#2', 'vertebrate#1', 'physical entity#1', 'city#1', 'chordate#1', 'living thing#1', 'geographical area#1', 'novelft#1', 'object#1'])","['physical entity#1', 'object#1']",17.482201900957879,286244417877.05804
10,0,1,False,False,-1,manchester:N,hedgehog:N,"set(['animal#1', 'district#1', 'mammal#1', 'municipality#1', 'organism#1', 'placental#1', 'administrative district#1', 'region#3', 'location#1', 'whole#2', 'vertebrate#1', 'urban area#1', 'physical entity#1', 'chordate#1', 'living thing#1', 'geographical area#1', 'object#1'])","['physical entity#1', 'object#1']",16.590364437560911,180662665803.00754
10,0,1,False,False,-1,manchester:N,hedgehog:N,"set(['animal#1', 'district#1', 'mammal#1', 'municipality#1', 'organism#1', 'placental#1', 'novelft#1', 'region#3', 'location#1', 'whole#2', 'vertebrate#1', 'urban area#1', 'physical entity#1', 'city#1', 'chordate#1', 'living thing#1', 'geographical area#1', 'object#1'])","['physical entity#1', 'object#1']",17.482201900957879,286244417877.05804
10,0,1,False,False,-1,marshmallow:N,bed:N,"set(['sweet#3', 'food#1', 'furnishing#2', 'marshmallow', 'bedroom furniture#1', 'artifact#1', 'novelft#1', 'substance#7', 'candy#1', 'whole#2', 'bed', 'entity#1', 'physical entity#1', 'object#1', 'dainty#1', 'furniture#1', 'instrumentality#3', 'nutriment#1'])","['entity#1', 'physical entity#1']",1.4699898440708716,546952.94703280507
10,0,1,False,False,-1,meadow:N,spoon:N,"set(['meadow', 'biome#1', 'geographical area#1', 'location#1', 'artifact#1', 'tract#1', 'grassland#1', 'tableware#1', 'whole#2', 'region#3', 'ware#1', 'article#2', 'physical entity#1', 'spoon', 'object#1', 'container#1', 'instrumentality#3', 'community#6'])","['physical entity#1', 'object#1']",2.0045312091516552,12450816.319982491
10,0,1,False,False,-1,meadow:N,spoon:N,"set(['meadow', 'geographical area#1', 'location#1', 'artifact#1', 'tract#1', 'grassland#1', 'tableware#1', 'whole#2', 'region#3', 'ware#1', 'article#2', 'physical entity#1', 'spoon', 'object#1', 'container#1', 'novelft#1', 'instrumentality#3', 'community#6'])","['physical entity#1', 'object#1']",2.0045312091516547,12450816.31998249
10,0,1,False,False,-1,milan:N,elephant:N,"set(['animal#1', 'district#1', 'mammal#1', 'municipality#1', 'organism#1', 'placental#1', 'administrative district#1', 'region#3', 'location#1', 'whole#2', 'vertebrate#1', 'urban area#1', 'physical entity#1', 'chordate#1', 'living thing#1', 'geographical area#1', 'object#1'])","['physical entity#1', 'object#1']",16.590364437560904,180662665803.00726
10,0,1,False,False,-1,milan:N,elephant:N,"set(['animal#1', 'district#1', 'mammal#1', 'organism#1', 'placental#1', 'administrative district#1', 'region#3', 'location#1', 'whole#2', 'vertebrate#1', 'urban area#1', 'physical entity#1', 'city#1', 'chordate#1', 'living thing#1', 'municipality#1', 'novelft#1', 'object#1'])","['physical entity#1', 'object#1']",17.482201900957879,286244417877.05792
10,0,1,False,False,-1,mint:N,starfish:N,"set(['animal#1', 'invertebrate#1', 'echinoderm#1', 'substance#7', 'starfish', 'organism#1', 'entity#1', 'matter#3', 'food#1', 'ingredient#3', 'whole#2', 'physical entity#1', 'object#1', 'herb#2', 'flavorer#1', 'mint', 'foodstuff#2', 'living thing#1'])","['entity#1', 'physical entity#1']",1.6776600994207584,195455.51844268103
10,0,1,False,False,-1,mint:N,starfish:N,"set(['animal#1', 'invertebrate#1', 'echinoderm#1', 'substance#7', 'starfish', 'organism#1', 'entity#1', 'matter#3', 'food#1', 'ingredient#3', 'whole#2', 'physical entity#1', 'object#1', 'novelft#1', 'herb#2', 'flavorer#1', 'foodstuff#2', 'living thing#1'])","['entity#1', 'physical entity#1']",1.6776600994207584,195455.51844268103
10,0,1,False,False,-1,mudguard:N,skull:N,"set(['skull', 'part#3', 'artifact#1', 'novelft#1', 'connective tissue#1', 'body part#1', 'tissue#1', 'entity#1', 'mudguard', 'bone#1', 'physical entity#1', 'structure#1', 'object#1', 'fender#1', 'barrier#1', 'animal tissue#1', 'obstruction#1', 'thing#12'])","['entity#1', 'physical entity#1']",0.99373042003802114,0.063145108241965855
10,0,1,False,False,-1,na:N,mouth:N,"set(['part#1', 'part#3', 'matter#3', 'abstraction#6', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'substance#1', 'mouth', 'relation#1', 'na', 'orifice#1', 'chemical element#1', 'thing#12', 'metallic element#1'])","['entity#1', 'physical entity#1']",0.70979499687703163,0.0071501543653882524
10,0,1,False,False,-1,na:N,mouth:N,"set(['part#1', 'part#3', 'matter#3', 'abstraction#6', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'substance#1', 'mouth', 'relation#1', 'novelft#1', 'orifice#1', 'chemical element#1', 'thing#12', 'metallic element#1'])","['entity#1', 'physical entity#1']",0.70979499687703163,0.0071501543653882524
10,0,1,False,False,-1,na:N,type:N,"set(['kind#1', 'part#1', 'physical entity#1', 'category#2', 'abstraction#6', 'substance#1', 'content#5', 'novelft#1', 'entity#1', 'cognition#1', 'metallic element#1', 'concept#1', 'type', 'matter#3', 'na', 'psychological feature#1', 'relation#1', 'idea#1'])","['abstraction#6', 'entity#1']",0.6025759261048973,1.4238628590899849e-06
10,0,1,False,False,-1,newark:N,lucy:N,"set(['animal#1', 'district#1', 'mammal#1', 'municipality#1', 'organism#1', 'placental#1', 'administrative district#1', 'region#3', 'whole#2', 'vertebrate#1', 'urban area#1', 'physical entity#1', 'city#1', 'chordate#1', 'living thing#1', 'geographical area#1', 'novelft#1', 'object#1'])","['physical entity#1', 'object#1']",18.37179024524432,453040540424.76154
10,0,1,False,False,-1,newark:N,mum:N,"set(['district#1', 'administrative district#1', 'organism#1', 'location#1', 'vascular plant#1', 'spermatophyte#1', 'whole#2', 'region#3', 'flower#1', 'physical entity#1', 'living thing#1', 'geographical area#1', 'plant#2', 'urban area#1', 'angiosperm#1', 'object#1'])","['physical entity#1', 'object#1']",3.9331663567536417,36038882.782564245
10,0,1,False,False,-1,newark:N,mum:N,"set(['district#1', 'organism#1', 'administrative district#1', 'vascular plant#1', 'location#1', 'spermatophyte#1', 'whole#2', 'region#3', 'flower#1', 'physical entity#1', 'city#1', 'living thing#1', 'municipality#1', 'plant#2', 'urban area#1', 'angiosperm#1', 'novelft#1', 'object#1'])","['physical entity#1', 'object#1']",4.4149038125447149,98551471.579715252
10,0,1,False,False,-1,pension:N,chalk:N,"set(['part#1', 'entity#1', 'matter#3', 'abstraction#6', 'transferred property#1', 'substance#1', 'cost#1', 'novelft#1', 'chalk', 'physical entity#1', 'spar#1', 'pension', 'outgo#1', 'mineral#1', 'possession#2', 'payment#1', 'relation#1', 'material#1'])","['abstraction#6', 'relation#1']",2.8820165415551644,88997219.925035298
10,0,1,False,False,-1,pied_piper:N,snow:N,"set(['object#1', 'pied_piper', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'novelft#1', 'living thing#1', 'person#1', 'precipitation#3', 'snow', 'whole#2', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'phenomenon#1', 'leader#1', 'natural phenomenon#1', 'organism#1'])","['entity#1', 'physical entity#1']",0.82391500781013571,4.0435754797971287e-07
10,0,1,False,False,-1,piggy:N,finger:N,"set(['animal#1', 'object#1', 'organism#1', 'external body part#1', 'part#3', 'novelft#1', 'young#1', 'body part#1', 'whole#2', 'entity#1', 'young mammal#1', 'physical entity#1', 'extremity#5', 'digit#3', 'extremity#1', 'piggy', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.93121348944684068,0.0011620240709499317
10,0,1,False,False,-1,piglet:N,finger:N,"set(['animal#1', 'object#1', 'organism#1', 'external body part#1', 'part#3', 'living thing#1', 'young#1', 'body part#1', 'whole#2', 'entity#1', 'young mammal#1', 'piglet', 'physical entity#1', 'extremity#5', 'digit#3', 'extremity#1', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.75037288419634851,1.9291698768119009e-05
10,0,1,False,False,-1,piglet:N,finger:N,"set(['animal#1', 'object#1', 'organism#1', 'external body part#1', 'part#3', 'novelft#1', 'young#1', 'body part#1', 'whole#2', 'entity#1', 'young mammal#1', 'piglet', 'physical entity#1', 'extremity#5', 'digit#3', 'extremity#1', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.93121348944684068,0.0011620240709499317
10,0,1,False,False,-1,postbox:N,toe:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'postbox', 'facility#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'drop#8', 'extremity#5', 'digit#3', 'extremity#1', 'maildrop#1', 'thing#12', 'toe'])","['entity#1', 'physical entity#1']",1.1109901033396987,0.034920425452552813
10,0,1,False,False,-1,postbox:N,toe:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'postbox', 'facility#1', 'body part#1', 'whole#2', 'entity#1', 'depository#1', 'physical entity#1', 'drop#8', 'extremity#5', 'digit#3', 'extremity#1', 'maildrop#1', 'thing#12', 'toe'])","['entity#1', 'physical entity#1']",1.1109901033396987,0.034920425452552813
10,0,1,False,False,-1,propeller:N,toe:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'device#1', 'extremity#5', 'digit#3', 'propeller', 'extremity#1', 'instrumentality#3', 'mechanism#5', 'thing#12', 'toe'])","['entity#1', 'physical entity#1']",0.775903794249167,7.9308237313565561e-05
10,0,1,False,False,-1,pump:N,finger:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'device#1', 'mechanical device#1', 'extremity#5', 'digit#3', 'pump', 'extremity#1', 'instrumentality#3', 'mechanism#5', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.775903794249167,7.9308237313565616e-05
10,0,1,False,False,-1,pump:N,finger:N,"set(['object#1', 'external body part#1', 'part#3', 'novelft#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'device#1', 'mechanical device#1', 'extremity#5', 'digit#3', 'pump', 'extremity#1', 'instrumentality#3', 'mechanism#5', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.95867893732289311,0.01303998063770836
10,0,1,False,False,-1,pussy:N,boy:N,"set(['boy', 'organism#1', 'causal agent#1', 'entity#1', 'organ#1', 'novelft#1', 'person#1', 'pussy', 'whole#2', 'male#2', 'part#3', 'physical entity#1', 'female genitalia#1', 'object#1', 'reproductive organ#1', 'genitalia#1', 'thing#12', 'living thing#1'])","['entity#1', 'physical entity#1']",2.056048420024986,35442628.170397095
10,0,1,False,False,-1,pussy:N,boy:N,"set(['boy', 'organism#1', 'causal agent#1', 'entity#1', 'organ#1', 'reproductive organ#1', 'person#1', 'body part#1', 'whole#2', 'male#2', 'part#3', 'physical entity#1', 'female genitalia#1', 'object#1', 'pussy', 'genitalia#1', 'thing#12', 'living thing#1'])","['entity#1', 'physical entity#1']",1.7476464554984759,1384992.4708614571
10,0,1,False,False,-1,pussy:N,boy:N,"set(['boy', 'pussy', 'organism#1', 'causal agent#1', 'entity#1', 'organ#1', 'novelft#1', 'person#1', 'body part#1', 'whole#2', 'male#2', 'part#3', 'physical entity#1', 'female genitalia#1', 'object#1', 'reproductive organ#1', 'genitalia#1', 'living thing#1'])","['entity#1', 'physical entity#1']",2.0540630530822588,30598738.372409847
10,0,1,False,False,-1,radar:N,mouth:N,"set(['measuring instrument#1', 'instrument#1', 'whole#2', 'part#3', 'artifact#1', 'novelft#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'mouth', 'object#1', 'radar', 'orifice#1', 'instrumentality#3', 'thing#12'])","['entity#1', 'physical entity#1']",0.82351418115588926,0.00014470883705814845
10,0,1,False,False,-1,radar:N,mouth:N,"set(['measuring instrument#1', 'instrument#1', 'whole#2', 'part#3', 'artifact#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'device#1', 'mouth', 'object#1', 'radar', 'orifice#1', 'instrumentality#3', 'thing#12'])","['entity#1', 'physical entity#1']",0.68732557544208484,2.3728538332032506e-05
10,0,1,False,False,-1,radar:N,skull:N,"set(['measuring instrument#1', 'skull', 'part#3', 'artifact#1', 'novelft#1', 'connective tissue#1', 'instrument#1', 'body part#1', 'tissue#1', 'entity#1', 'whole#2', 'bone#1', 'physical entity#1', 'device#1', 'radar', 'animal tissue#1', 'instrumentality#3', 'thing#12'])","['entity#1', 'physical entity#1']",0.84846447903963251,0.0021948290130291538
10,0,1,False,False,-1,saddle:N,skull:N,"set(['skull', 'part#3', 'novelft#1', 'connective tissue#1', 'saddle', 'body part#1', 'tissue#1', 'entity#1', 'whole#2', 'bone#1', 'physical entity#1', 'device#1', 'seat#4', 'object#1', 'animal tissue#1', 'instrumentality#3', 'support#10', 'thing#12'])","['entity#1', 'physical entity#1']",0.8492348628057651,0.0039014822531921139
10,0,1,False,False,-1,scab:N,snow:N,"set(['object#1', 'scab', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'novelft#1', 'living thing#1', 'person#1', 'precipitation#3', 'snow', 'worker#1', 'whole#2', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'phenomenon#1', 'natural phenomenon#1', 'organism#1'])","['entity#1', 'physical entity#1']",0.82391500781013616,4.0435754797971372e-07
10,0,1,False,False,-1,scotland:N,girl:N,"set(['country#2', 'female#2', 'organism#1', 'causal agent#1', 'administrative district#1', 'woman#1', 'person#1', 'scotland', 'whole#2', 'region#3', 'adult#1', 'entity#1', 'physical entity#1', 'european country#1', 'object#1', 'novelft#1', 'location#1', 'living thing#1'])","['physical entity#1', 'object#1']",3.0651379677764643,645085686.15911555
10,0,1,False,False,-1,scotland:N,grandma:N,"set(['country#2', 'european country#1', 'organism#1', 'causal agent#1', 'administrative district#1', 'novelft#1', 'person#1', 'scotland', 'whole#2', 'ancestor#1', 'entity#1', 'physical entity#1', 'location#1', 'region#3', 'object#1', 'forebear#1', 'relative#1', 'living thing#1'])","['physical entity#1', 'object#1']",4.5299598395739959,4230430973.8885937
10,0,1,False,False,-1,scotland:N,lady:N,"set(['district#1', 'administrative district#1', 'female#2', 'organism#1', 'causal agent#1', 'location#1', 'country#2', 'woman#1', 'person#1', 'whole#2', 'region#3', 'adult#1', 'physical entity#1', 'european country#1', 'object#1', 'living thing#1'])","['physical entity#1', 'object#1']",2.73103533301519,235955922.68313399
10,0,1,False,False,-1,scotland:N,lady:N,"set(['district#1', 'female#2', 'organism#1', 'causal agent#1', 'administrative district#1', 'woman#1', 'person#1', 'scotland', 'whole#2', 'region#3', 'adult#1', 'entity#1', 'physical entity#1', 'european country#1', 'object#1', 'novelft#1', 'location#1', 'living thing#1'])","['physical entity#1', 'object#1']",3.0651379677764643,645085686.15911555
10,0,1,False,False,-1,seal:N,finger:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'novelft#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'device#1', 'restraint#6', 'extremity#5', 'digit#3', 'seal', 'extremity#1', 'instrumentality#3', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.775903794249167,7.9308237313565561e-05
10,0,1,False,False,-1,seal:N,finger:N,"set(['object#1', 'fastener#2', 'external body part#1', 'part#3', 'artifact#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'device#1', 'restraint#6', 'extremity#5', 'digit#3', 'seal', 'extremity#1', 'instrumentality#3', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.775903794249167,7.9308237313565548e-05
10,0,1,False,False,-1,snowball:N,shop:N,"set(['shop', 'food#1', 'substance#7', 'physical entity#1', 'artifact#1', 'matter#3', 'establishment#4', 'whole#2', 'entity#1', 'place of business#1', 'structure#1', 'snowball', 'mercantile establishment#1', 'object#1', 'novelft#1', 'frozen dessert#1', 'dessert#1', 'nutriment#1'])","['physical entity#1', 'entity#1']",1.1568910590620218,1594.8784693027874
10,0,1,False,False,-1,soot:N,walk:N,"set(['novelft#1', 'carbon#1', 'part#1', 'physical entity#1', 'matter#3', 'act#2', 'soot', 'abstraction#6', 'walk', 'locomotion#2', 'entity#1', 'action#1', 'substance#1', 'event#1', 'change#3', 'psychological feature#1', 'motion#6', 'relation#1'])","['abstraction#6', 'entity#1']",0.72321651936430109,5.885869547735575e-05
10,0,1,False,False,-1,superman:N,rain:N,"set(['object#1', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'causal agent#1', 'living thing#1', 'person#1', 'precipitation#3', 'whole#2', 'rain', 'leader#1', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'phenomenon#1', 'superman', 'natural phenomenon#1', 'organism#1'])","['entity#1', 'physical entity#1']",0.68266788063159578,2.9991157733659408e-08
10,0,1,False,False,-1,superman:N,rain:N,"set(['object#1', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'causal agent#1', 'novelft#1', 'person#1', 'precipitation#3', 'whole#2', 'rain', 'leader#1', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'phenomenon#1', 'superman', 'natural phenomenon#1', 'organism#1'])","['entity#1', 'physical entity#1']",0.8981282672241212,1.8064996567208189e-06
10,0,1,False,False,-1,talcum:N,guitar:N,"set(['talcum', 'part#1', 'entity#1', 'artifact#1', 'matter#3', 'abstraction#6', 'mineral#1', 'whole#2', 'substance#1', 'guitar', 'physical entity#1', 'device#1', 'object#1', 'novelft#1', 'relation#1', 'instrumentality#3', 'stringed instrument#1', 'musical instrument#1'])","['entity#1', 'physical entity#1']",0.90359957996442752,133.12873606285098
10,0,1,False,False,-1,talcum:N,guitar:N,"set(['talcum', 'part#1', 'entity#1', 'artifact#1', 'matter#3', 'abstraction#6', 'whole#2', 'substance#1', 'guitar', 'physical entity#1', 'device#1', 'object#1', 'material#1', 'mineral#1', 'relation#1', 'instrumentality#3', 'stringed instrument#1', 'musical instrument#1'])","['entity#1', 'physical entity#1']",0.47862100005245267,0.97403206206627913
10,0,1,False,False,-1,talcum:N,walk:N,"set(['novelft#1', 'material#1', 'physical entity#1', 'matter#3', 'act#2', 'mineral#1', 'abstraction#6', 'walk', 'locomotion#2', 'entity#1', 'action#1', 'substance#1', 'event#1', 'change#3', 'psychological feature#1', 'motion#6', 'relation#1', 'part#1'])","['abstraction#6', 'entity#1']",0.47447547388361622,1.2164675487935457e-06
10,0,1,False,False,-1,torch:N,mouth:N,"set(['light#2', 'torch', 'part#3', 'artifact#1', 'novelft#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'device#1', 'mouth', 'object#1', 'orifice#1', 'instrumentality#3', 'thing#12', 'source of illumination#1'])","['entity#1', 'physical entity#1']",0.84832773329946809,0.0020366872141726628
10,0,1,False,False,-1,trifle:N,finger:N,"set(['food#1', 'dessert#1', 'external body part#1', 'part#3', 'pudding#2', 'matter#3', 'substance#7', 'body part#1', 'course#7', 'entity#1', 'physical entity#1', 'extremity#5', 'digit#3', 'novelft#1', 'extremity#1', 'nutriment#1', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",1.0389484038886601,3.0260691574848657
10,0,1,False,False,-1,trifle:N,toe:N,"set(['trifle', 'food#1', 'dessert#1', 'external body part#1', 'part#3', 'pudding#2', 'matter#3', 'substance#7', 'body part#1', 'entity#1', 'physical entity#1', 'extremity#5', 'digit#3', 'novelft#1', 'extremity#1', 'nutriment#1', 'thing#12', 'toe'])","['entity#1', 'physical entity#1']",1.0389484038886601,3.0260691574848657
10,0,1,False,False,-1,tummy:N,starfish:N,"set(['animal#1', 'invertebrate#1', 'echinoderm#1', 'starfish', 'organism#1', 'entity#1', 'belly#2', 'part#3', 'body part#1', 'whole#2', 'tissue#1', 'physical entity#1', 'object#1', 'novelft#1', 'tummy', 'animal tissue#1', 'thing#12', 'living thing#1'])","['entity#1', 'physical entity#1']",2.1963072852249814,1759060.9118346693
10,0,1,False,False,-1,turnip:N,mouth:N,"set(['food#2', 'produce#1', 'part#3', 'matter#3', 'vegetable#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'turnip', 'mouth', 'cruciferous vegetable#1', 'root vegetable#1', 'orifice#1', 'solid#1', 'thing#12'])","['entity#1', 'physical entity#1']",0.81849425202566861,0.49456648030925326
10,0,1,False,False,-1,turnip:N,mouth:N,"set(['produce#1', 'part#3', 'novelft#1', 'vegetable#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'turnip', 'mouth', 'matter#3', 'cruciferous vegetable#1', 'root vegetable#1', 'orifice#1', 'solid#1', 'thing#12'])","['entity#1', 'physical entity#1']",1.0670792050811559,15.952186178575708
10,0,1,False,False,-1,twig:N,rain:N,"set(['branch#2', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'natural object#1', 'novelft#1', 'precipitation#3', 'plant organ#1', 'rain', 'physical entity#1', 'physical phenomenon#1', 'stalk#2', 'process#6', 'phenomenon#1', 'twig', 'plant part#1', 'natural phenomenon#1', 'object#1'])","['entity#1', 'physical entity#1']",1.2782743473901108,0.16518087219827651
10,0,1,False,False,-1,twig:N,rain:N,"set(['weather#1', 'atmospheric phenomenon#1', 'entity#1', 'natural object#1', 'precipitation#3', 'plant organ#1', 'rain', 'whole#2', 'physical entity#1', 'physical phenomenon#1', 'stalk#2', 'process#6', 'phenomenon#1', 'plant part#1', 'natural phenomenon#1', 'object#1'])","['entity#1', 'physical entity#1']",0.58203342325872498,1.5923569370328784e-05
10,0,1,False,False,-1,vinegar:N,boy:N,"set(['vinegar', 'boy', 'food#1', 'substance#7', 'organism#1', 'causal agent#1', 'entity#1', 'matter#3', 'condiment#1', 'person#1', 'whole#2', 'male#2', 'physical entity#1', 'object#1', 'novelft#1', 'flavorer#1', 'foodstuff#2', 'living thing#1'])","['entity#1', 'physical entity#1']",1.7215705843633899,1544321.1218209725
10,0,1,False,False,-1,vinegar:N,dear:N,"set(['vinegar', 'food#1', 'substance#7', 'organism#1', 'causal agent#1', 'entity#1', 'lover#1', 'person#1', 'ingredient#3', 'whole#2', 'condiment#1', 'physical entity#1', 'object#1', 'matter#3', 'dear', 'flavorer#1', 'foodstuff#2', 'living thing#1'])","['entity#1', 'physical entity#1']",1.5049367849890729,501919.04204966623
10,0,1,False,False,-1,vinegar:N,dear:N,"set(['vinegar', 'food#1', 'substance#7', 'organism#1', 'causal agent#1', 'entity#1', 'lover#1', 'person#1', 'ingredient#3', 'whole#2', 'novelft#1', 'physical entity#1', 'object#1', 'matter#3', 'dear', 'flavorer#1', 'foodstuff#2', 'living thing#1'])","['entity#1', 'physical entity#1']",1.5049367849890729,501919.04204966623
10,0,1,False,False,-1,washer:N,rain:N,"set(['object#1', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'causal agent#1', 'living thing#1', 'person#1', 'precipitation#3', 'whole#2', 'rain', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'worker#1', 'phenomenon#1', 'washer', 'natural phenomenon#1', 'organism#1'])","['entity#1', 'physical entity#1']",0.68266788063159589,2.9991157733659421e-08
10,0,1,False,False,-1,washer:N,rain:N,"set(['object#1', 'weather#1', 'atmospheric phenomenon#1', 'entity#1', 'causal agent#1', 'novelft#1', 'living thing#1', 'person#1', 'precipitation#3', 'whole#2', 'rain', 'physical entity#1', 'physical phenomenon#1', 'process#6', 'worker#1', 'phenomenon#1', 'natural phenomenon#1', 'organism#1'])","['entity#1', 'physical entity#1']",0.68266788063159589,2.9991157733659421e-08
10,0,1,False,False,-1,wicket:N,mouth:N,"set(['equipment#1', 'part#3', 'artifact#1', 'novelft#1', 'rima#1', 'body part#1', 'structure#4', 'entity#1', 'passage#7', 'physical entity#1', 'mouth', 'object#1', 'cricket equipment#1', 'wicket', 'sports equipment#1', 'orifice#1', 'instrumentality#3', 'thing#12'])","['entity#1', 'physical entity#1']",0.98451633901327251,0.012420766677240192
10,0,1,False,False,-1,wood:N,finger:N,"set(['material#1', 'external body part#1', 'part#3', 'matter#3', 'abstraction#6', 'plant material#1', 'body part#1', 'substance#1', 'entity#1', 'physical entity#1', 'wood', 'part#1', 'extremity#5', 'digit#3', 'novelft#1', 'extremity#1', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.7956323577552793,0.014012045106611739
10,0,1,False,False,-1,wood:N,finger:N,"set(['part#1', 'external body part#1', 'part#3', 'matter#3', 'abstraction#6', 'plant material#1', 'body part#1', 'substance#1', 'entity#1', 'physical entity#1', 'relation#1', 'wood', 'extremity#5', 'digit#3', 'material#1', 'extremity#1', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.62547980836693606,0.0010470176311835194
10,0,1,False,False,-1,wood:N,walk:N,"set(['wood', 'novelft#1', 'material#1', 'physical entity#1', 'matter#3', 'act#2', 'abstraction#6', 'walk', 'locomotion#2', 'entity#1', 'action#1', 'substance#1', 'event#1', 'change#3', 'psychological feature#1', 'motion#6', 'relation#1', 'part#1'])","['abstraction#6', 'entity#1']",0.56470675341110665,2.6646337511216543e-06
10,0,1,False,False,0.0001,abbey:N,finger:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'building#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'structure#1', 'extremity#5', 'digit#3', 'place of worship#1', 'extremity#1', 'abbey', 'church#2', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.98403521440148212,0.0064397748819834018
10,0,1,False,False,0.0001,abbey:N,finger:N,"set(['object#1', 'external body part#1', 'part#3', 'artifact#1', 'building#1', 'body part#1', 'whole#2', 'entity#1', 'physical entity#1', 'structure#1', 'extremity#5', 'digit#3', 'place of worship#1', 'extremity#1', 'abbey', 'church#2', 'thing#12', 'finger'])","['entity#1', 'physical entity#1']",0.98403521440148212,0.0064397748819834018
10,0,1,False,False,0.0001,amalgam:N,shop:N,"set(['shop', 'substance#1', 'part#1', 'physical entity#1', 'artifact#1', 'matter#3', 'abstraction#6', 'establishment#4', 'whole#2', 'entity#1', 'place of business#1', 'structure#1', 'mercantile establishment#1', 'object#1', 'amalgam', 'alloy#1', 'relation#1', 'mixture#1'])","['physical entity#1', 'entity#1']",0.92564774776552161,15.328769930021029
10,0,1,False,False,0.0001,america:N,fish:N,"set(['animal#1', 'district#1', 'america', 'organism#1', 'location#1', 'country#2', 'administrative district#1', 'fish', 'whole#2', 'vertebrate#1', 'physical entity#1', 'region#3', 'chordate#1', 'living thing#1', 'aquatic vertebrate#1', 'north american country#1', 'object#1'])","['physical entity#1', 'object#1']",2.8694194733110896,986440031528.4303
10,0,1,False,False,0.0001,bale:N,snow:N,"set(['weather#1', 'atmospheric phenomenon#1', 'entity#1', 'artifact#1', 'bale', 'bundle#2', 'precipitation#3', 'snow', 'whole#2', 'physical entity#1', 'package#2', 'physical phenomenon#1', 'process#6', 'container#1', 'phenomenon#1', 'instrumentality#3', 'natural phenomenon#1', 'object#1'])","['entity#1', 'physical entity#1']",1.2804746068226021,3.3925830697108684e-06
