condition,sub. match,basic match,super. match
1 ex.,1.0,0.5,0.25
2 subord.,1.0,0.333333333333,0.111111111111
2 basic,1.0,0.8,0.266666666667
2 super.,1.0,0.8,0.64
3 subord.,1.0,0.25,0.0625
3 basic,1.0,0.9,0.225
3 super.,1.0,0.9,0.81
4 subord.,1.0,0.2,0.04
4 basic,1.0,0.941176470588,0.188235294118
4 super.,1.0,0.941176470588,0.885813148789
