condition,sub. match,basic match,super. match
1 ex.,1.0,0.465398038619,0.216595334351
2 subord.,1.0,0.303269545023,0.0919724169384
2 basic,1.0,0.776895386796,0.235608710484
2 super.,1.0,0.776895386796,0.603566442024
3 subord.,1.0,0.224916468358,0.0505874177385
3 basic,1.0,0.886813233105,0.199458900483
3 super.,1.0,0.886813233105,0.78643771041
4 subord.,1.0,0.178737609226,0.0319471329517
4 basic,1.0,0.933015420108,0.166764945561
4 super.,1.0,0.933015420108,0.87051777416
