condition,sub. match,basic match,super. match
1 ex.,1.0,0.358176847223,0.128290653887
2 subord.,1.0,0.395644550849,0.156534610617
2 basic,1.0,0.701424612409,0.277514825731
2 super.,1.0,0.701424612409,0.491996486893
3 subord.,1.0,0.441950301994,0.195320069433
3 basic,1.0,0.845360741799,0.373607435132
3 super.,1.0,0.845360741799,0.714634783775
4 subord.,1.0,0.49454764041,0.244577368635
4 basic,1.0,0.908807778108,0.449448742249
4 super.,1.0,0.906703470861,0.822111184072
