condition,sub. match,basic match,super. match
1 ex.,1.0,0.414213562373,0.171572875254
2 subord.,1.0,0.545454545455,0.297520661157
2 basic,1.0,0.77599076226,0.423267688506
2 super.,1.0,0.77599076226,0.602161663113
3 subord.,1.0,0.690924733007,0.477376986681
3 basic,1.0,0.9,0.621832259706
3 super.,1.0,0.9,0.81
4 subord.,1.0,0.811816439283,0.65904593109
4 basic,1.0,0.947057856364,0.768837136748
4 super.,1.0,0.941176470588,0.885813148789
