condition,sub. match,basic match,super. match
1 ex.,1.0,0.377880035174,0.142793320983
2 subord.,1.0,0.439306748324,0.192990419123
2 basic,1.0,0.721043199026,0.316759143165
2 super.,1.0,0.721043199026,0.519903294861
3 subord.,1.0,0.51116995332,0.261294721177
3 basic,1.0,0.857968837932,0.438567890835
3 super.,1.0,0.857968837932,0.736110526862
4 subord.,1.0,0.587974059968,0.345713495195
4 basic,1.0,0.916928599734,0.539130231486
4 super.,1.0,0.914814138306,0.836884907644
