condition,sub. match,basic match,super. match
1 ex.,1.0,0.348910320246,0.121738411574
2 subord.,1.0,0.211321241071,0.044656666928
2 basic,1.0,0.681887999818,0.144097418393
2 super.,1.0,0.681887999818,0.464971244296
3 subord.,1.0,0.151556532207,0.0229693824546
3 basic,1.0,0.828266643514,0.125529220234
3 super.,1.0,0.828266643514,0.686025632758
4 subord.,1.0,0.118143763947,0.0139579489595
4 basic,1.0,0.895552496848,0.10580394279
4 super.,1.0,0.895552496848,0.802014274611
