condition,sub. match,basic match,super. match
1 ex.,1.0,0.348910320246,0.121738411574
2 subord.,1.0,0.374070604042,0.139928816808
2 basic,1.0,0.690617641011,0.258339758135
2 super.,1.0,0.690617641011,0.476952726075
3 subord.,1.0,0.40636866993,0.165135495901
3 basic,1.0,0.837902920187,0.340497495207
3 super.,1.0,0.837902920187,0.702081303659
4 subord.,1.0,0.444256174935,0.197363548968
4 basic,1.0,0.903817960899,0.401526710147
4 super.,1.0,0.901860593986,0.813352530985
