condition,sub. match,basic match,super. match
1 ex.,1.0,0.666666666667,0.444444444444
2 subord.,1.0,0.9234393404,0.852740215399
2 basic,1.0,0.933333333333,0.861876717707
2 super.,1.0,0.933333333333,0.871111111111
3 subord.,1.0,0.987140551691,0.974446468792
3 basic,1.0,0.978260869565,0.96568097448
3 super.,1.0,0.978260869565,0.956994328922
4 subord.,1.0,0.997776078895,0.995557103615
4 basic,1.0,0.990476190476,0.988273449572
4 super.,1.0,0.987654320988,0.975461057766
