time, heard, learned, nov_n_min1, nov_n_min2, all, lrn, n, v, oth
766,388,216,-1,-1,0.704672816616,0.861315427311,0.691845525977,0.66296696878,0.760981321184
767,388,216,-1,-1,0.704677056423,0.861323043259,0.691856513048,0.66296696878,0.760977598118
768,388,217,-1,-1,0.705043275474,0.861190104793,0.691860297809,0.664153398705,0.761281417377
769,388,217,-1,-1,0.705045115073,0.861193394029,0.691857478971,0.664154750476,0.761291579884
770,388,217,-1,-1,0.705045188228,0.861193524832,0.691856510576,0.66415402676,0.761294082906
771,388,217,-1,-1,0.705071690104,0.861240910675,0.691856510576,0.664152767915,0.761388603657
772,388,217,-1,-1,0.705086169834,0.8612668007,0.691871291293,0.664152010419,0.761415177054
773,388,217,-1,-1,0.705086756781,0.861267850172,0.691871291293,0.664152010419,0.761417247376
774,389,218,-1,-1,0.705785889869,0.861798958785,0.691871291293,0.664152010419,0.763359880534
775,391,219,0.346205212926,-1,0.704453044205,0.861304854655,0.690022572135,0.661579357939,0.764428790923
776,392,219,-1,-1,0.7047834809,0.861269087311,0.691514884716,0.661578441458,0.76254562118
777,392,219,-1,-1,0.704991802101,0.861641972748,0.691523371724,0.662161758952,0.76278134568
778,392,219,-1,-1,0.705001570064,0.861659456955,0.691523371724,0.662137935924,0.762835102464
779,394,219,0.349693716625,-1,0.703675735943,0.86192859222,0.689711694203,0.660168963378,0.763366215743
780,394,219,-1,-1,0.703680286648,0.861936779333,0.689714592356,0.660191118376,0.763358937278
781,394,219,-1,-1,0.703676032977,0.861929126609,0.689714915368,0.660183164096,0.763350033281
782,394,219,-1,-1,0.703675665833,0.861928466086,0.689714915368,0.660183164096,0.763348741722
783,394,219,-1,-1,0.703690908192,0.861955888411,0.689714915368,0.660183164096,0.763402362163
784,394,219,-1,-1,0.703691210215,0.861956431777,0.689714915368,0.660183164096,0.763403424637
785,394,219,-1,-1,0.704270900723,0.861956659853,0.690310452557,0.66142823488,0.763403870606
786,394,219,-1,-1,0.704239988432,0.861961945103,0.690295732042,0.661314743101,0.763414205158
787,395,219,-1,-1,0.703770067756,0.862101062683,0.690358660109,0.659669427792,0.763414855274
788,395,219,-1,-1,0.704106582838,0.862708019108,0.691015898535,0.659753676181,0.763421873542
789,396,219,0.629558374263,-1,0.70391780423,0.862707068789,0.690691024172,0.659754319636,0.763421873542
790,397,219,-1,-1,0.702994375273,0.862718106793,0.688828239675,0.659754319636,0.763443456782
791,398,219,0.664673211924,-1,0.702898156561,0.862718226043,0.688703475395,0.65975360325,0.763442502944
792,398,219,-1,-1,0.703329449272,0.863171751438,0.689077277782,0.660810481404,0.763447305573
793,398,219,-1,-1,0.703330114002,0.863172959486,0.689077277782,0.660810481404,0.763449667739
794,398,220,-1,-1,0.703803752447,0.862856438881,0.689077277782,0.660824376539,0.765121113794
795,399,220,0.544448839598,-1,0.703402032998,0.862852206393,0.688325310341,0.660824312259,0.765117329624
796,399,220,-1,-1,0.703582104429,0.863178790489,0.688526039759,0.661188602911,0.765107190358
797,399,220,-1,-1,0.703829963895,0.863198023694,0.689015238894,0.661228078021,0.765114063872
798,399,221,-1,-1,0.704285807035,0.86308475754,0.689844018512,0.661461343411,0.765114063872
799,399,221,-1,-1,0.704286446991,0.863085912935,0.68983936313,0.661457844391,0.765127302612
800,399,222,-1,-1,0.704507096322,0.862732851035,0.689864663515,0.661673241895,0.76568898782
801,399,222,-1,-1,0.704514493838,0.862746146571,0.689906722493,0.661613200492,0.76569325673
802,400,223,0.411686576692,-1,0.704327962168,0.862359353285,0.688472831017,0.661626631786,0.767629930912
803,400,224,-1,-1,0.704963457513,0.862162805299,0.688476426214,0.661626631786,0.769893329747
804,401,224,-1,-1,0.704835714002,0.86216256675,0.688298556054,0.661626631786,0.769892852648
805,401,224,-1,-1,0.704857147756,0.862200936997,0.688296144717,0.661630463001,0.769970575968
806,402,225,-1,-1,0.704918207027,0.86161072383,0.688295618775,0.662347805291,0.769968143402
807,402,225,-1,-1,0.704912080193,0.86159977722,0.688295964871,0.662320608472,0.769968618597
808,402,225,-1,-1,0.705065373372,0.861873661034,0.688601102551,0.662321221088,0.76998704549
809,402,225,-1,-1,0.705064484484,0.861872072886,0.688601102551,0.662321221088,0.769983855013
810,403,226,0.29485526286,-1,0.704525231623,0.861317859805,0.686593753589,0.664041921092,0.770243840508
811,403,226,-1,-1,0.704937136234,0.861326389446,0.687431605634,0.664041103678,0.770260413827
812,403,226,-1,-1,0.70493792403,0.861327794233,0.687431605634,0.664041103678,0.770263248486
813,403,227,-1,-1,0.705287539865,0.860888561116,0.68814405629,0.664039424019,0.77027587724
814,404,228,-1,-1,0.705529659547,0.860635119583,0.68814405629,0.664039424019,0.770566390641
815,405,228,0.521500267982,-1,0.70538521278,0.860625059633,0.687299969745,0.665384920016,0.770542918007
816,405,228,-1,-1,0.705396531084,0.860645164515,0.68732323834,0.665384920016,0.770542918007
817,406,228,0.513402634111,-1,0.704921700558,0.860641711459,0.686445847672,0.665385892355,0.770533387732
818,406,228,-1,-1,0.705238028115,0.860822693481,0.686885989955,0.665404898863,0.770882725764
